epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,2492.51,2.03608,1.54318,2.26616,0.75437,0.72782,0.74883,0.50254,2.33349,1.63472,2.52034,0.000270802,0.000270802,0.000270802
62,2532.22,2.04414,1.4492,2.25641,0.75775,0.71979,0.7495,0.50875,2.3104,1.66456,2.49716,0.000264199,0.000264199,0.000264199
63,2572,2.0425,1.49685,2.27746,0.78405,0.73048,0.75556,0.51188,2.29095,1.63382,2.50222,0.000257595,0.000257595,0.000257595
64,2611.89,2.02211,1.4626,2.256,0.7704,0.72179,0.75013,0.50876,2.31584,1.6719,2.50937,0.000250992,0.000250992,0.000250992
65,2652.4,2.02404,1.45469,2.26469,0.78486,0.71271,0.7558,0.50839,2.30568,1.61758,2.4987,0.000244389,0.000244389,0.000244389
66,2692.09,2.0313,1.45014,2.26019,0.78213,0.72744,0.75566,0.51068,2.31384,1.64756,2.49997,0.000237785,0.000237785,0.000237785
67,2732.31,2.00998,1.42531,2.24557,0.77992,0.72691,0.76028,0.518,2.26993,1.61476,2.47089,0.000231182,0.000231182,0.000231182
68,2772.05,2.00334,1.42946,2.23364,0.7808,0.7126,0.75443,0.51427,2.28798,1.66088,2.48494,0.000224579,0.000224579,0.000224579
69,2811.98,1.99482,1.42343,2.24045,0.77238,0.71828,0.755,0.50792,2.30104,1.67137,2.50323,0.000217976,0.000217976,0.000217976
70,2851.89,1.9841,1.42137,2.2242,0.75612,0.72687,0.74944,0.51234,2.26202,1.63355,2.48095,0.000211372,0.000211372,0.000211372
71,2891.99,1.99582,1.39312,2.23937,0.78355,0.72891,0.75842,0.51288,2.26949,1.61534,2.48641,0.000204769,0.000204769,0.000204769
72,2932.06,1.95803,1.3931,2.21638,0.81241,0.70995,0.75844,0.52047,2.24392,1.62362,2.4596,0.000198166,0.000198166,0.000198166
73,2972.49,1.93233,1.33692,2.2052,0.79833,0.72017,0.761,0.51931,2.26698,1.59286,2.47881,0.000191562,0.000191562,0.000191562
